,flux_list,wavelength,z,ra,dec,objid,coordinate
27,"[array([ 6.343056 ,  3.321266 , -3.5237324, ...,  6.921904 ,  7.0314465,
        4.6933436], dtype=float32)]","[array([3808.9043, 3809.7805, 3810.659 , ..., 9210.8545, 9212.979 ,
       9215.098 ], dtype=float32)]",0.06220594,182.960951700299,52.4976478124518,1237657629528686742,12h11m50.6328s +52d29m51.4968s
28,"[array([16.441017,  9.681183, 10.990482, ..., 45.584473, 48.23813 ,
       48.885662], dtype=float32)]","[array([3805.3972, 3806.2727, 3807.1504, ..., 9198.141 , 9200.257 ,
       9202.379 ], dtype=float32)]",0.07372925,182.96134908976,31.3627731723432,1237665328777855068,12h11m50.7216s +31d21m46.0368s
29,"[array([ 8.228711 ,  0.2951266, -3.7023978, ...,  8.478052 ,  9.801722 ,
       10.804991 ], dtype=float32)]","[array([3815.0483, 3815.926 , 3816.806 , ..., 9200.257 , 9202.379 ,
       9204.495 ], dtype=float32)]",0.07357999,182.961386510798,61.8489270465481,1237658609830854799,12h11m50.7336s +61d50m56.13s
30,"[array([ 2.3109663, -2.796768 ,  7.0572567, ...,  5.156897 ,  8.571901 ,
        6.2079935], dtype=float32)]","[array([3789.6572, 3790.531 , 3791.403 , ..., 9191.785 , 9193.905 ,
       9196.0205], dtype=float32)]",0.08442014,182.961422103553,12.8196234317264,1237661950253727835,12h11m50.7432s +12d49m10.668s
31,"[array([12.3133955,  3.2087257,  8.121833 , ...,  9.360078 ,  8.857031 ,
       10.651395 ], dtype=float32)]","[array([3815.0483, 3815.926 , 3816.806 , ..., 9202.379 , 9204.495 ,
       9206.613 ], dtype=float32)]",0.02136502,182.511831117026,38.7612827906957,1237662223529803794,12h10m02.8392s +38d45m40.6152s
32,"[array([ 2.6001697,  1.7801505,  3.663981 , ..., 13.306825 , 16.022743 ,
       18.493793 ], dtype=float32)]","[array([3815.926, 3816.806, 3817.684, ..., 9200.257, 9202.379, 9204.495],
      dtype=float32)]",0.07651329,182.512082120958,5.27443037779257,1237654605872365790,12h10m02.9016s +5d16m27.9718s
33,"[array([ 0.37080696,  8.439896  ,  4.0590734 , ..., 35.83615   ,
       31.555548  , 25.94545   ], dtype=float32)]","[array([3814.169 , 3815.0483, 3815.926 , ..., 9210.8545, 9212.979 ,
       9215.098 ], dtype=float32)]",0.07998919,182.512382030057,5.39419571583805,1237654605872365794,12h10m02.9736s +5d23m39.1268s
34,"[array([ 2.3338153,  6.027922 ,  8.192554 , ..., 10.172702 , 11.317602 ,
        7.411235 ], dtype=float32)]","[array([3809.7805, 3810.659 , 3811.5356, ..., 9210.8545, 9212.979 ,
       9215.098 ], dtype=float32)]",0.08021583,182.512471616962,27.5938580655141,1237667323256045642,12h10m02.9976s +27d35m37.9104s
35,"[array([ 2.2052238,  5.9389963,  5.0724225, ..., 15.475075 , 17.575705 ,
       17.889538 ], dtype=float32)]","[array([3821.2024, 3822.0815, 3822.963 , ..., 9187.558 , 9189.672 ,
       9191.785 ], dtype=float32)]",0.07728129,182.512876194143,3.98821953330394,1237654604261753038,12h10m03.0936s +3d59m17.6086s
36,"[array([ 6.761548 , -0.9310135,  3.9426367, ...,  3.9914415,  4.824017 ,
        3.6690416], dtype=float32)]","[array([3807.1504, 3808.0261, 3808.9043, ..., 9189.672 , 9191.785 ,
       9193.905 ], dtype=float32)]",0.02543523,182.513003718314,19.0816646444644,1237667914345611452,12h10m03.1248s +19d04m53.9832s
37,"[array([ 5.6455874,  4.018724 , -0.5143544, ..., 11.486281 , 10.017501 ,
       11.429028 ], dtype=float32)]","[array([3827.3665, 3828.2468, 3829.1296, ..., 9204.495 , 9206.613 ,
       9208.736 ], dtype=float32)]",0.07984772,182.513039957458,14.9791855128507,1237664290464268379,12h10m03.132s +14d58m45.0768s
38,"[array([ 7.2545047,  5.055364 , 10.490685 , ..., 12.500661 , 10.191806 ,
        9.719652 ], dtype=float32)]","[array([3800.1426, 3801.0188, 3801.8933, ..., 9185.439 , 9187.558 ,
       9189.672 ], dtype=float32)]",0.05525933,182.513443118783,57.1270469446105,1237661352706703464,12h10m03.2184s +57d07m37.3188s
39,"[array([15.635579 ,  7.106629 , 15.228395 , ...,  8.335485 ,  4.9149013,
        8.0636425], dtype=float32)]","[array([3800.1426, 3801.0188, 3801.8933, ..., 9206.613 , 9208.736 ,
       9210.8545], dtype=float32)]",0.05099508,182.513507056837,45.6646194331937,1237661852005498993,12h10m03.2424s +45d39m52.6428s
40,"[array([21.638742 ,  8.037723 ,  2.8927543, ...,  3.9331043,  2.482002 ,
        4.3224816], dtype=float32)]","[array([3794.0225, 3794.8972, 3795.7703, ..., 9181.21  , 9183.327 ,
       9185.439 ], dtype=float32)]",0.008571198,182.513622272878,11.7135677228017,1237661811736903792,12h10m03.2712s +11d42m48.8628s
41,"[array([ 7.9184136, 11.507823 ,  1.1761477, ..., 20.548485 , 20.394112 ,
       21.147436 ], dtype=float32)]","[array([3806.2727, 3807.1504, 3808.0261, ..., 9193.905 , 9196.0205,
       9198.141 ], dtype=float32)]",0.09001404,182.51406303633,29.4046669825594,1237667253477966064,12h10m03.3744s +29d24m16.8084s
42,"[array([ 9.189001 ,  5.95259  ,  5.0369573, ..., 13.654344 , 14.266118 ,
       13.998737 ], dtype=float32)]","[array([3815.0483, 3815.926 , 3816.806 , ..., 9210.8545, 9212.979 ,
       9215.098 ], dtype=float32)]",0.07721201,182.514537001183,25.8911757676682,1237667912739717250,12h10m03.4872s +25d53m28.2804s
43,"[array([37.44832 , 34.102627, 37.790012, ..., 17.471941, 18.640394,
       20.493425], dtype=float32)]","[array([3815.926, 3816.806, 3817.684, ..., 9200.257, 9202.379, 9204.495],
      dtype=float32)]",6.761467e-05,182.514791601184,38.9467099564346,1237664667370979381,12h10m03.552s +38d56m48.1776s
44,"[array([10.024463, 10.598568, 12.10668 , ..., 31.807957, 29.637184,
       30.209246], dtype=float32)]","[array([3810.659 , 3811.5356, 3812.4126, ..., 9187.558 , 9189.672 ,
       9191.785 ], dtype=float32)]",0.07799099,182.515084386795,31.9387843037721,1237665226230792289,12h10m03.6216s +31d56m19.5972s
45,"[array([19.141598, 14.249904,  9.164046, ...,  9.993147, 13.480765,
       13.297847], dtype=float32)]","[array([3815.926, 3816.806, 3817.684, ..., 9187.558, 9189.672, 9191.785],
      dtype=float32)]",0.06437057,182.516477857978,26.2333018897998,1237667448876367999,12h10m03.948s +26d13m59.8152s
46,"[array([ 3.333641  , -0.34724793,  3.024506  , ...,  1.5485888 ,
       -0.571285  , -0.0824632 ], dtype=float32)]","[array([3801.0188, 3801.8933, 3802.77  , ..., 9210.8545, 9212.979 ,
       9215.098 ], dtype=float32)]",0.008175387,182.516023869502,68.6947274479374,1237651540322484574,12h10m03.9888s +68d41m41.9928s
47,"[array([15.844183, 18.465122, 22.39129 , ..., 60.5719  , 59.525158,
       60.91254 ], dtype=float32)]","[array([3809.7805, 3810.659 , 3811.5356, ..., 9187.558 , 9189.672 ,
       9191.785 ], dtype=float32)]",0.06011708,182.51690841875,32.0208929427838,1237665226230792294,12h10m04.0608s +32d01m15.2004s
48,"[array([ 4.497455 ,  4.6823115,  4.867068 , ..., 15.72462  , 14.056904 ,
       15.884988 ], dtype=float32)]","[array([3793.15  , 3794.0225, 3794.8972, ..., 9196.0205, 9198.141 ,
       9200.257 ], dtype=float32)]",0.08206704,0.0077256892461719,0.719258321178257,1237657191978959105,0h00m01.8571s +0d43m09.3521s
49,"[array([ 8.366369  ,  7.065663  ,  0.87778056, ..., 12.959914  ,
       10.660882  , 11.702874  ], dtype=float32)]","[array([3802.77  , 3803.6448, 3804.522 , ..., 9210.8545, 9212.979 ,
       9215.098 ], dtype=float32)]",0.08340041,0.0083321956525424,15.6971800894331,1237652944249094158,0h00m01.9989s +15d41m49.8516s
50,"[array([140.26851 , 141.87476 , 107.637024, ...,  39.708427,  38.002953,
        37.28859 ], dtype=float32)]","[array([3803.6448, 3804.522 , 3805.3972, ..., 9210.8545, 9212.979 ,
       9215.098 ], dtype=float32)]",0.02001684,0.00874500430393255,15.8817127150583,1237656496724312079,0h00m02.1021s +15d52m54.3216s
51,"[array([11.032685 ,  9.713744 ,  7.576421 , ..., 11.4578495, 11.07075  ,
        9.712195 ], dtype=float32)]","[array([3800.1426, 3801.0188, 3801.8933, ..., 9193.905 , 9196.0205,
       9198.141 ], dtype=float32)]",0.06258312,0.0117603156513155,14.7155328428226,1237656495113699435,0h00m02.8229s +14d42m55.9728s
52,"[array([-0.10365353,  0.02655796, -0.48358226, ...,  5.108934  ,
        3.5411398 ,  2.6858692 ], dtype=float32)]","[array([3803.6448, 3804.522 , 3805.3972, ..., 9206.613 , 9208.736 ,
       9210.8545], dtype=float32)]",9.909705e-05,0.0160744888167983,14.9975970529022,1237656495650570722,0h00m03.8554s +14d59m51.342s
53,"[array([ 7.5075293,  4.866735 , 12.454301 , ..., 25.448925 , 30.636454 ,
       25.68981  ], dtype=float32)]","[array([3794.8972, 3795.7703, 3796.6455, ..., 9202.379 , 9204.495 ,
       9206.613 ], dtype=float32)]",0.08038615,0.0197541764444509,0.781715474197286,1237657191978959126,0h00m04.75s +0d46m54.1239s
54,"[array([10.728639,  9.154855,  9.633411, ..., 23.451994, 22.908154,
       20.76805 ], dtype=float32)]","[array([3794.8972, 3795.7703, 3796.6455, ..., 9202.379 , 9204.495 ,
       9206.613 ], dtype=float32)]",0.08151472,0.0296928130908327,0.857901070464727,1237663278464631000,0h00m07.1236s +0d51m28.3396s
55,"[array([-0.21401617,  8.884452  ,  5.5994534 , ...,  5.279685  ,
        4.50629   ,  5.063897  ], dtype=float32)]","[array([3800.1426, 3801.0188, 3801.8933, ..., 9193.905 , 9196.0205,
       9198.141 ], dtype=float32)]",0.09270928,0.0398299461332954,14.2433724596245,1237656494576828648,0h00m09.5552s +14d14m36.0744s
56,"[array([ 6.769158, 10.652557, 14.53382 , ..., 18.521454, 19.931168,
       22.943033], dtype=float32)]","[array([3793.15  , 3794.0225, 3794.8972, ..., 9196.0205, 9198.141 ,
       9200.257 ], dtype=float32)]",0.05408107,0.042155132756136,0.634297777734064,1237657191978959149,0h00m10.1221s +0d38m03.4128s
57,"[array([14.0271845, 16.939116 , 19.849403 , ..., 24.91402  , 27.817783 ,
       28.807858 ], dtype=float32)]","[array([3793.15  , 3794.0225, 3794.8972, ..., 9200.257 , 9202.379 ,
       9204.495 ], dtype=float32)]",0.02467319,0.0532704527682881,1.12021644093224,1237657192515829920,0h00m12.7961s +1d07m12.7013s
58,"[array([ 1.1817648,  2.5810513,  5.1592917, ..., 11.642922 , 10.162174 ,
       10.601827 ], dtype=float32)]","[array([3800.1426, 3801.0188, 3801.8933, ..., 9193.905 , 9196.0205,
       9198.141 ], dtype=float32)]",0.09149144,0.054978766953468,14.5917070636541,1237656495113699477,0h00m13.1947s +14d35m30.156s
59,"[array([-1.6548373,  3.7458737,  5.1092277, ..., 20.018587 , 18.75108  ,
       19.108711 ], dtype=float32)]","[array([3802.77  , 3803.6448, 3804.522 , ..., 9204.495 , 9206.613 ,
       9208.736 ], dtype=float32)]",0.09138043,0.0602105034683973,14.2116173687616,1237656494576828666,0h00m14.453s +14d12m41.8104s
60,"[array([2.3896894, 3.909788 , 5.4290457, ..., 8.422714 , 7.5637765,
       8.3463955], dtype=float32)]","[array([3793.15  , 3794.0225, 3794.8972, ..., 9196.0205, 9198.141 ,
       9200.257 ], dtype=float32)]",0.08175662,0.0614929526983019,0.674544997760104,1237657191978959170,0h00m14.7682s +0d40m28.3391s
61,"[array([ 7.360587 ,  9.021849 ,  9.629235 , ..., 11.095974 ,  7.2846537,
        9.613275 ], dtype=float32)]","[array([3800.1426, 3801.0188, 3801.8933, ..., 9193.905 , 9196.0205,
       9198.141 ], dtype=float32)]",0.09115254,0.0678143856663382,14.7331316109572,1237656495113699487,0h00m16.2737s +14d43m59.2932s
62,"[array([ 3.9882874,  4.7641   ,  5.659668 , ..., 12.155162 , 10.414274 ,
       11.263466 ], dtype=float32)]","[array([3830.8938, 3831.7751, 3832.6565, ..., 9187.558 , 9189.672 ,
       9191.785 ], dtype=float32)]",0.09449982,0.0828805410977225,14.3721009322982,1237652942638481612,0h00m19.8935s +14d22m19.5636s
63,"[array([4.912574 , 6.072892 , 1.8272768, ..., 6.617207 , 4.2176504,
       4.535115 ], dtype=float32)]","[array([3803.6448, 3804.522 , 3805.3972, ..., 9206.613 , 9208.736 ,
       9210.8545], dtype=float32)]",0.07862206,0.0835969084148473,13.833785096095,1237656494039957673,0h00m20.0607s +13d50m01.6476s
64,"[array([10.781054 ,  8.066237 ,  5.3516564, ..., 26.837685 , 28.503496 ,
       24.76112  ], dtype=float32)]","[array([3801.0188, 3801.8933, 3802.77  , ..., 9202.379 , 9204.495 ,
       9206.613 ], dtype=float32)]",0.09149819,0.0843100480652197,14.186093131427,1237656494576828689,0h00m20.2347s +14d11m09.9276s
65,"[array([5.0922723, 3.6924686, 2.2934284, ..., 6.5308056, 7.762443 ,
       8.957772 ], dtype=float32)]","[array([3793.15  , 3794.0225, 3794.8972, ..., 9196.0205, 9198.141 ,
       9200.257 ], dtype=float32)]",0.08521979,0.0872304752107311,0.215066767756688,1237666408442429593,0h00m20.9461s +0d12m54.3027s
66,"[array([11.635529, 12.25996 , 10.898484, ..., 14.39261 , 15.120373,
       14.76372 ], dtype=float32)]","[array([3803.6448, 3804.522 , 3805.3972, ..., 9204.495 , 9206.613 ,
       9208.736 ], dtype=float32)]",0.03720628,0.0952010733300312,16.1478956396702,1237652944785965203,0h00m22.8429s +16d08m52.4292s
67,"[array([ 7.186045 ,  3.0507662,  6.6814933, ..., 11.5081415,  9.515561 ,
       10.949484 ], dtype=float32)]","[array([3803.6448, 3804.522 , 3805.3972, ..., 9206.613 , 9208.736 ,
       9210.8545], dtype=float32)]",0.09068749,0.114468595271205,14.9624826226227,1237656495650570466,0h00m27.4731s +14d57m44.946s
68,"[array([-1.0460185 ,  0.58404016,  7.567133  , ..., 12.177526  ,
       10.553421  , 10.845634  ], dtype=float32)]","[array([3800.1426, 3801.0188, 3801.8933, ..., 9193.905 , 9196.0205,
       9198.141 ], dtype=float32)]",0.09260321,0.116959833891997,14.3812206569328,1237652942638481637,0h00m28.0713s +14d22m52.3992s
69,"[array([20.87134 , 26.149042, 23.21725 , ..., 10.146496, 11.12379 ,
        9.688059], dtype=float32)]","[array([3794.8972, 3795.7703, 3796.6455, ..., 9202.379 , 9204.495 ,
       9206.613 ], dtype=float32)]",0.08581323,0.119275799246452,0.868721332463246,1237663278464696356,0h00m28.6642s +0d52m08.2665s
70,"[array([ 7.8211126,  7.3881435,  1.8506547, ..., 25.671188 , 27.159027 ,
       27.53267  ], dtype=float32)]","[array([3819.4429, 3820.3215, 3821.2024, ..., 9210.8545, 9212.979 ,
       9215.098 ], dtype=float32)]",0.09511256,0.128948700094384,15.5859326312353,1237652944249094386,0h00m30.944s +15d35m09.3372s
71,"[array([6.710891 , 6.5325284, 1.7540824, ..., 5.9020476, 7.325965 ,
       5.3999104], dtype=float32)]","[array([3804.522 , 3805.3972, 3806.2727, ..., 9202.379 , 9204.495 ,
       9206.613 ], dtype=float32)]",0.09742952,0.132780923181713,16.1124089608131,1237652944785965231,0h00m31.8587s +16d06m44.6652s
72,"[array([-0.03545607,  2.8999667 ,  8.004611  , ...,  6.0333734 ,
        6.9693975 ,  4.564007  ], dtype=float32)]","[array([3830.0105, 3830.8938, 3831.7751, ..., 9187.558 , 9189.672 ,
       9191.785 ], dtype=float32)]",0.09104354,0.134989589806537,14.5818339173727,1237656495113699525,0h00m32.3968s +14d34m54.6168s
73,"[array([5.8317184, 3.7711651, 6.1135974, ..., 5.523137 , 4.1173673,
       3.7826245], dtype=float32)]","[array([3803.6448, 3804.522 , 3805.3972, ..., 9208.736 , 9210.8545,
       9212.979 ], dtype=float32)]",0.04219447,0.140720986147187,15.1839023948438,1237652943712223430,0h00m33.78s +15d11m02.13s
74,"[array([ 8.511319 ,  5.248494 ,  4.5252733, ..., 14.550747 , 13.949954 ,
       15.976571 ], dtype=float32)]","[array([3800.1426, 3801.0188, 3801.8933, ..., 9196.0205, 9198.141 ,
       9200.257 ], dtype=float32)]",0.0942137,0.142499636216314,14.6192187909483,1237656495113699540,0h00m34.2009s +14d37m09.2028s
75,"[array([12.846171, 18.588171, 15.891241, ..., 55.00373 , 51.059967,
       54.563057], dtype=float32)]","[array([3800.1426, 3801.0188, 3801.8933, ..., 9196.0205, 9198.141 ,
       9200.257 ], dtype=float32)]",0.09227177,0.166831004831351,14.5521508548268,1237656495113764871,0h00m40.043s +14d33m07.7364s
76,"[array([ 1.4661295 ,  7.245609  ,  0.97183543, ..., 21.631338  ,
       22.093798  , 23.456799  ], dtype=float32)]","[array([3800.1426, 3801.0188, 3801.8933, ..., 9196.0205, 9198.141 ,
       9200.257 ], dtype=float32)]",0.09406425,0.175687343302911,14.5064177375052,1237652942638481722,0h00m42.1642s +14d30m23.1228s
77,"[array([ 5.904004 ,  6.6938076,  3.401241 , ..., 14.5764   , 13.59129  ,
       14.92383  ], dtype=float32)]","[array([3800.1426, 3801.0188, 3801.8933, ..., 9196.0205, 9198.141 ,
       9200.257 ], dtype=float32)]",0.09423462,0.181441629858,14.5248645394427,1237652942638481727,0h00m43.5444s +14d31m29.5176s
78,"[array([14.088694, 10.786836,  7.486857, ..., 35.82515 , 33.067535,
       33.014355], dtype=float32)]","[array([3793.15  , 3794.0225, 3794.8972, ..., 9196.0205, 9198.141 ,
       9200.257 ], dtype=float32)]",0.06254611,0.183954705174926,0.67300202389809,1237657191979024546,0h00m44.1552s +0d40m22.7766s
79,"[array([ 7.818153 ,  2.058699 , -0.1284963, ...,  6.5771184,  5.659914 ,
        4.662302 ], dtype=float32)]","[array([3802.77  , 3803.6448, 3804.522 , ..., 9204.495 , 9206.613 ,
       9208.736 ], dtype=float32)]",0.04171728,0.18999596296652,14.0746632605693,1237652942101610706,0h00m45.5937s +14d04m28.758s
80,"[array([14.844483 , 14.660453 ,  5.7725677, ..., 13.946685 , 13.072996 ,
       13.702463 ], dtype=float32)]","[array([3800.1426, 3801.0188, 3801.8933, ..., 9196.0205, 9198.141 ,
       9200.257 ], dtype=float32)]",0.09169001,0.196165301811789,14.3129321062472,1237656494576894066,0h00m47.0818s +14d18m46.5372s
81,"[array([20.469316, 17.263836, 15.013177, ..., 49.804695, 53.77762 ,
       53.765846], dtype=float32)]","[array([3800.1426, 3801.0188, 3801.8933, ..., 9198.141 , 9200.257 ,
       9202.379 ], dtype=float32)]",0.0361846,0.199535393267183,14.2775367021539,1237656494576894062,0h00m47.8901s +14d16m39.1656s
